section,name,ok,error,diagnostic_output,failures,config,run_dir,visual_outputs,visual_error,profile_rows,policy_rows,epsilon,delta,memory_budget_mib,count,ok_count,measured_count,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_peak_memory_mib,p95_peak_memory_mib,mean_kv_cache_memory_mib,p95_kv_cache_memory_mib,mean_global_resident_kv_mib,p95_global_resident_kv_mib,mean_quality_loss,p50_quality_loss,p95_quality_loss,p99_quality_loss,cvar_quality_loss,violation_rate,delta_slack,worst_group_violation,safe_ratio,fallback_ratio,exact_fallback_ratio,exact_action_ratio,lossy_action_ratio,unique_action_count,identical_to_full_lru,unsafe_action_count,candidate_safe_count,action_distribution,has_h0_tail_metrics,has_h1_coverage_metrics,has_h2_lite_benefit_metrics,deployable_baseline_names,audit_rate,backend_distribution,budget_hit_rate,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,drift_state,length_bucket_distribution,mean_cumulative_kv_mib,mean_resident_kv_mib,optimality_gap,oracle,oracle_cost_ms,placeholder,policy_budget_filter_rate,pred_loss_mean,primary_metric_distribution,profile_residence_share,queue_delay_ms,recompute_count,recompute_time_ms,restore_count,restore_time_ms,risk_upper_mean,switch_count,target_delta,task_distribution,task_length_distribution,violation_rate_eps0p05,violation_rate_eps0p1
policy,static_best,True,,,,configs/pilot.yaml,,,,,,0.1,0.05,5000.0,100.0,100.0,,333.4989819675684,190.54051488637924,783.7224714457989,807.3830083012581,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.010000000000000002,0.07142857142857142,0.44,1.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,0.0,,0.0,,0.12624704787817614,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,static_safe,True,,,,configs/pilot.yaml,,,,,,0.1,0.05,5000.0,100.0,100.0,,333.4989819675684,190.54051488637924,783.7224714457989,807.3830083012581,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.010000000000000002,0.07142857142857142,0.44,1.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,0.0,,0.0,,0.12624704787817614,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,utility_dynamic,True,,,,configs/pilot.yaml,,,,,,0.1,0.05,5000.0,100.0,100.0,,333.84425695985556,189.52401354908943,783.7224714457989,807.3830083012581,15841.4594140625,16963.033203125,7.34000244140625,15.481689453125,,,0.008798821548821547,0.0,0.0,0.275,0.008798821548821547,0.04,0.010000000000000002,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,2.0,False,56.0,4.08,"{""kivi_2bit_residual32"": 28, ""kivi_2bit_residual64"": 72}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.008267008258713076,,"{""kivi_2bit_residual32"": 0.28, ""kivi_2bit_residual64"": 0.72}",,0.0,,0.0,,0.12522849585343224,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,uncalibrated_dynamic,True,,,,configs/pilot.yaml,,,,,,0.1,0.05,5000.0,100.0,100.0,,364.0684325248003,243.64465475082397,849.6935367584229,917.0266389846802,15852.993779296876,16975.7734375,10.15234130859375,23.0234375,,,0.012177927631289357,0.0,0.017683465959328015,0.275,0.1970047367536123,0.05,0.0,0.07142857142857142,0.44,1.0,0.0,0.0,1.0,1.0,False,56.0,4.08,"{""kivi_4bit_residual32"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.007998650720194225,,"{""kivi_4bit_residual32"": 1.0}",,0.0,,0.0,,0.12184107517972131,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,full_lru,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,283.56675412505865,162.46294975280762,716.2172459065914,726.3314537703991,15985.0344921875,17165.3818359375,29.5596875,71.640625,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,False,0.0,,,"{""full_gpu"": 1.0}",,0.0,,0.0,,,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,static_best,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,333.4989819675684,190.54051488637924,783.7224714457989,807.3830083012581,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.44,1.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,0.0,,0.0,,0.12624704787817614,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,static_safe,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,333.4989819675684,190.54051488637924,783.7224714457989,807.3830083012581,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.44,1.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,0.0,,0.0,,0.12624704787817614,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,utility_dynamic,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,333.84425695985556,189.52401354908943,783.7224714457989,807.3830083012581,15841.4594140625,16963.033203125,7.34000244140625,15.481689453125,,,0.008798821548821547,0.0,0.0,0.275,0.008798821548821547,0.04,0.060000000000000005,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,2.0,False,56.0,4.08,"{""kivi_2bit_residual32"": 28, ""kivi_2bit_residual64"": 72}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.008267008258713076,,"{""kivi_2bit_residual32"": 0.28, ""kivi_2bit_residual64"": 0.72}",,0.0,,0.0,,0.12522849585343224,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,uncalibrated_dynamic,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,364.0684325248003,243.64465475082397,849.6935367584229,917.0266389846802,15852.993779296876,16975.7734375,10.15234130859375,23.0234375,,,0.012177927631289357,0.0,0.017683465959328015,0.275,0.1970047367536123,0.05,0.05,0.07142857142857142,0.44,1.0,0.0,0.0,1.0,1.0,False,56.0,4.08,"{""kivi_4bit_residual32"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.007998650720194225,,"{""kivi_4bit_residual32"": 1.0}",,0.0,,0.0,,0.12184107517972131,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,full_lru,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,5000.0,100.0,100.0,,283.56675412505865,162.46294975280762,716.2172459065914,726.3314537703991,15985.0344921875,17165.3818359375,29.5596875,71.640625,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,False,0.0,,,"{""full_gpu"": 1.0}",,0.0,,0.0,,,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,static_best,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,5000.0,100.0,100.0,,333.4989819675684,190.54051488637924,783.7224714457989,807.3830083012581,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.44,1.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,0.0,,0.0,,0.12624704787817614,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,static_safe,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,5000.0,100.0,100.0,,333.4989819675684,190.54051488637924,783.7224714457989,807.3830083012581,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.44,1.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,0.0,,0.0,,0.12624704787817614,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,utility_dynamic,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,5000.0,100.0,100.0,,333.84425695985556,189.52401354908943,783.7224714457989,807.3830083012581,15841.4594140625,16963.033203125,7.34000244140625,15.481689453125,,,0.008798821548821547,0.0,0.0,0.275,0.008798821548821547,0.04,0.060000000000000005,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,2.0,False,56.0,4.08,"{""kivi_2bit_residual32"": 28, ""kivi_2bit_residual64"": 72}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.008267008258713076,,"{""kivi_2bit_residual32"": 0.28, ""kivi_2bit_residual64"": 0.72}",,0.0,,0.0,,0.12522849585343224,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
policy,uncalibrated_dynamic,True,,,,configs/pilot.yaml,,,,,,0.1,0.1,5000.0,100.0,100.0,,364.0684325248003,243.64465475082397,849.6935367584229,917.0266389846802,15852.993779296876,16975.7734375,10.15234130859375,23.0234375,,,0.012177927631289357,0.0,0.017683465959328015,0.275,0.1970047367536123,0.05,0.05,0.07142857142857142,0.44,1.0,0.0,0.0,1.0,1.0,False,56.0,4.08,"{""kivi_4bit_residual32"": 100}",,,,,,,0.0,,,,,,"{""nonshort"": 56, ""short"": 44}",,,,False,,True,0.0,0.007998650720194225,,"{""kivi_4bit_residual32"": 1.0}",,0.0,,0.0,,0.12184107517972131,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,
